Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /health/ready,585,0,13,15.895287008669017,3.069300000788644,35.04400000019814,44.0,9.990894432652272,0.0,13,17,20,21,27,29,31,32,35,35,35
,Aggregated,585,0,13,15.895287008669017,3.069300000788644,35.04400000019814,44.0,9.990894432652272,0.0,13,17,20,21,27,29,31,32,35,35,35
