Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /inventory/{id},533,0,15,16.00545853662021,10.33590000224649,49.924700000701705,86.0,2.9761601767167867,0.0,15,16,17,18,20,25,35,39,50,50,50
GET,GET /products,2682,1,18,23.775096383308284,0.8931000011216383,145.43480000065756,6731.489187173751,14.975725316987658,0.005583790200219112,18,24,27,29,40,56,71,85,140,150,150
GET,GET /products/{id},2142,0,16,21.335927404271345,9.893900001770817,146.01540000148816,270.27264239028943,11.960478608869337,0.0,16,21,25,27,39,52,72,81,140,150,150
GET,GET /products?category,1586,0,18,23.349937641878146,12.055799998051953,115.5808999974397,6785.0,8.855891257547512,0.0,18,24,27,29,40,52,67,78,93,120,120
,Aggregated,6943,1,17,22.329004104856594,0.8931000011216383,146.01540000148816,4240.18810312545,38.768255360121294,0.005583790200219112,17,22,26,28,38,52,70,80,140,150,150
